apr,nPaidOff,hasCF,isFraud,payFreq__B,payFreq__I,payFreq__M,payFreq__S,payFreq__W,fraud_rate_of_state,leadType_bvMandatory,leadType_california,leadType_express,leadType_instant-offer,leadType_lead,leadType_lionpay,leadType_organic,leadType_prescreen,leadType_rc_returning,leadType_repeat,clearfraudscore,past_loan_count,loanAmount_log,scheduledPayment_log,leadCost_log,past_paid_off_loan_amount_log
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,665.0,0,6.2166061010848646,7.33346082702927,2.3978952727983707,0.0
590.0,0.0,0,1,0,0,0,0,1,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,659.5692348164513,0,6.55250788703459,7.64075758679679,2.3978952727983707,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,523.0,0,5.993961427306569,7.158661846321298,1.3862943611198906,0.0
590.0,1.0,0,0,1,0,0,0,0,0.521505376344086,0,0,0,0,0,0,0,0,1,0,847.0,0,6.621405651764134,7.704473875715447,0.0,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,755.0,0,5.929589143389895,6.72716821708184,1.3862943611198906,0.0
449.99,0.0,1,0,0,0,0,1,0,0.47190517998244075,0,0,0,0,0,0,0,1,0,0,919.0,0,7.1316985104669115,7.801706327954505,0.0,0.0
590.0,2.0,0,1,0,0,0,1,0,0.6558966074313409,0,0,0,0,0,0,0,0,1,0,752.3937172218191,0,6.398594934535208,7.440663282374267,0.0,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,0,0,0,0,1,0,0,0,0,0,767.0,0,6.2166061010848646,6.914293855821719,3.258096538021482,0.0
360.0,0.0,1,1,0,0,0,0,1,0.4495592556317336,0,0,0,0,0,0,0,1,0,0,929.0,0,6.90875477931522,7.695853483948738,0.0,0.0
625.0,0.0,1,1,0,0,0,0,1,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,354.0,0,5.860786223465865,7.05266049376566,1.3862943611198906,0.0
360.0,0.0,1,1,0,0,0,0,1,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,609.0,0,6.2166061010848646,6.9657033809363345,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,1,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,564.0,0,5.860786223465865,6.897432178659063,1.3862943611198906,0.0
390.0,1.0,0,0,1,0,0,0,0,0.6971987550022232,0,0,0,0,0,0,1,0,0,0,766.4642920713599,0,6.2166061010848646,6.980224766695907,0.0,0.0
449.99,0.0,0,1,0,0,1,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,549.1588032733275,0,5.707110264748875,7.197614978681692,1.3862943611198906,0.0
601.0,0.0,1,1,0,0,0,0,1,0.6419437340153452,1,0,0,0,0,0,0,0,0,0,771.0,0,6.398594934535208,7.511125443514171,2.3978952727983707,0.0
645.0,0.0,1,1,0,0,1,0,0,0.6538461538461539,0,0,0,0,1,0,0,0,0,0,820.0,0,7.313886831633462,8.33584635942368,3.258096538021482,0.0
449.99,0.0,1,1,1,0,0,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,396.0,0,5.860786223465865,6.461624414147957,1.9459101490553132,0.0
449.0,0.0,1,1,1,0,0,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,456.0,0,5.860786223465865,6.601433902311418,1.9459101490553132,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,0,0,0,0,1,0,0,0,0,0,639.0,0,6.68586094706836,7.440856939232526,3.258096538021482,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,420.0,0,5.993961427306569,7.083647880927799,1.9459101490553132,0.0
590.0,0.0,1,0,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,577.0,0,5.993961427306569,7.0410528942828705,1.3862943611198906,0.0
590.0,0.0,1,0,1,0,0,0,0,0.7121090617481957,0,0,0,0,1,0,0,0,0,0,766.0,0,5.860786223465865,6.970899077946761,3.258096538021482,0.0
490.0,0.0,1,1,1,0,0,0,0,0.6288659793814433,1,0,0,0,0,0,0,0,0,0,416.0,0,5.993961427306569,6.938924434394167,2.3978952727983707,0.0
390.0,0.0,0,0,0,0,1,0,0,0.6971987550022232,1,0,0,0,0,0,0,0,0,0,594.9695148654413,0,5.707110264748875,6.4098787855023565,1.3862943611198906,0.0
650.0,1.0,0,0,0,0,1,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,717.2406351775181,0,5.707110264748875,6.849935469998044,0.0,0.0
650.0,2.0,0,1,0,0,1,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,719.1332687420638,1,5.929589143389895,7.134436565126491,0.0,5.707110264748875
590.0,0.0,1,1,1,0,0,0,0,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,687.0,0,5.929589143389895,7.109274705079615,2.3978952727983707,0.0
590.0,0.0,1,0,0,0,0,0,1,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,630.0,0,6.55250788703459,7.679232932948038,1.3862943611198906,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,530.0,0,6.398594934535208,7.472671281645001,1.9459101490553132,0.0
590.0,0.0,1,0,1,0,0,0,0,0.6558966074313409,1,0,0,0,0,0,0,0,0,0,530.0,0,6.398594934535208,7.481628938664259,1.9459101490553132,0.0
601.0,0.0,1,0,0,0,1,0,0,0.4894851341551849,0,0,0,0,0,0,1,0,0,0,825.0,0,6.398594934535208,7.311979617654169,0.0,0.0
540.0,1.0,1,0,0,0,1,0,0,0.4894851341551849,0,0,0,0,0,0,1,0,0,0,825.0,1,6.68586094706836,7.613522490898185,0.0,6.398594934535208
680.0,0.0,1,1,1,0,0,0,0,0.6971987550022232,1,0,0,0,0,0,0,0,0,0,529.0,0,5.707110264748875,7.005272113241802,1.9459101490553132,0.0
360.0,0.0,1,1,0,0,0,0,1,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,508.0,0,5.993961427306569,6.7968684100135945,1.3862943611198906,0.0
359.0,0.0,1,1,0,0,0,0,1,0.833984375,0,0,0,0,0,0,1,0,0,0,587.0,0,5.993961427306569,6.668355305148404,0.0,0.0
650.0,0.0,1,1,0,0,0,0,1,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,818.0,0,6.398594934535208,7.634477457905034,1.9459101490553132,0.0
645.0,0.0,1,1,0,0,0,0,1,0.6852941176470588,1,0,0,0,0,0,0,0,0,0,620.0,0,5.860786223465865,7.0759863630174,1.3862943611198906,0.0
590.0,0.0,1,1,1,0,0,0,0,0.6610470275066548,0,0,0,0,1,0,0,0,0,0,783.0,0,6.398594934535208,7.502622373930195,2.3978952727983707,0.0
199.0,0.0,1,1,1,0,0,0,0,0.6558966074313409,0,0,0,0,0,0,0,1,0,0,786.0,0,8.006700845440367,8.797352035217912,0.0,0.0
601.0,0.0,1,1,0,0,1,0,0,0.4894851341551849,1,0,0,0,0,0,0,0,0,0,790.0,0,6.803505257608338,7.7025561132685825,1.3862943611198906,0.0
251.0,0.0,1,0,0,0,0,1,0,0.6558966074313409,0,0,0,0,0,0,0,1,0,0,868.0,0,7.8636512654486515,8.810577475314785,0.0,0.0
601.0,0.0,1,0,1,0,0,0,0,0.4894851341551849,1,0,0,0,0,0,0,0,0,0,699.0,0,6.398594934535208,7.428517372119087,2.3978952727983707,0.0
601.0,0.0,1,1,1,0,0,0,0,0.4894851341551849,1,0,0,0,0,0,0,0,0,0,661.0,0,6.398594934535208,7.458289958181367,1.3862943611198906,0.0
180.2,0.0,1,1,1,0,0,0,0,0.7966101694915254,0,0,0,0,1,0,0,0,0,0,631.0,0,6.2166061010848646,6.643346926790072,2.3978952727983707,0.0
645.0,0.0,1,0,1,0,0,0,0,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,656.0,0,5.993961427306569,7.248333360787415,1.9459101490553132,0.0
680.0,0.0,1,0,1,0,0,0,0,0.6971987550022232,1,0,0,0,0,0,0,0,0,0,540.0,0,5.993961427306569,7.186431924018855,1.3862943611198906,0.0
645.0,0.0,1,1,0,0,0,0,1,0.7121090617481957,0,0,0,0,1,0,0,0,0,0,635.0,0,6.2166061010848646,7.45263444287298,3.258096538021482,0.0
360.0,0.0,1,0,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,589.0,0,5.993961427306569,6.743705766975631,1.3862943611198906,0.0
324.0,1.0,1,1,0,1,0,0,0,0.4495592556317336,0,0,0,0,1,0,0,0,0,0,589.0,1,6.2166061010848646,6.864503250987336,3.258096538021482,5.993961427306569
359.0,0.0,1,1,1,0,0,0,0,0.833984375,1,0,0,0,0,0,0,0,0,0,536.0,0,6.2166061010848646,6.895034714572756,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,0,0,1,0.519916142557652,0,0,0,0,1,0,0,0,0,0,879.0,0,6.2166061010848646,7.30497313850222,1.9459101490553132,0.0
449.99,0.0,1,1,1,0,0,0,0,0.47190517998244075,0,0,0,0,1,0,0,0,0,0,869.0,0,6.90875477931522,7.475095442679086,4.330733340286331,0.0
590.0,0.0,1,0,1,0,0,0,0,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,777.0,0,5.993961427306569,7.0257516252195344,1.3862943611198906,0.0
601.0,0.0,1,1,0,0,0,0,1,0.4894851341551849,1,0,0,0,0,0,0,0,0,0,603.0,0,6.398594934535208,7.5181565180888565,1.9459101490553132,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,684.0,0,5.993961427306569,7.158202664823692,2.3978952727983707,0.0
601.0,0.0,1,0,0,0,0,0,1,0.4894851341551849,1,0,0,0,0,0,0,0,0,0,405.0,0,6.398594934535208,7.501932591239567,2.3978952727983707,0.0
590.0,0.0,1,1,0,0,0,0,1,0.519916142557652,0,0,0,0,1,0,0,0,0,0,780.0,0,6.55250788703459,7.627899731437012,3.713572066704308,0.0
590.0,0.0,1,0,0,0,0,0,1,0.5433726578764747,0,0,0,0,1,0,0,0,0,0,889.0,0,7.601402334583733,8.762450422975558,3.258096538021482,0.0
531.0,1.0,0,1,0,0,0,1,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,704.6380282474354,0,6.2166061010848646,7.197435354096591,0.0,0.0
390.0,0.0,0,1,1,0,0,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,724.0,0,5.707110264748875,6.498206845436337,1.9459101490553132,0.0
590.0,1.0,1,1,1,0,0,0,0,0.519916142557652,0,0,0,0,0,0,1,0,0,0,769.0,0,6.2166061010848646,7.3816326456097165,0.0,0.0
590.0,0.0,1,0,1,0,0,0,0,0.6610470275066548,0,0,0,0,1,0,0,0,0,0,651.0,0,6.2166061010848646,7.222383520418525,2.3978952727983707,0.0
590.0,0.0,1,0,1,0,0,0,0,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,633.0,0,5.993961427306569,7.0410528942828705,2.3978952727983707,0.0
590.0,1.0,0,1,1,0,0,0,0,0.5433726578764747,0,0,0,0,0,0,1,0,0,0,714.0,1,5.993961427306569,7.163520897113602,0.0,5.993961427306569
590.0,0.0,1,0,1,0,0,0,0,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,737.0,0,5.860786223465865,6.864158605264059,2.3978952727983707,0.0
531.0,1.0,1,1,1,0,0,0,0,0.5433726578764747,0,0,0,0,0,0,1,0,0,0,737.0,1,6.68586094706836,7.758060042672487,0.0,5.860786223465865
449.99,0.0,1,0,1,0,0,0,0,0.47190517998244075,0,0,0,0,1,0,0,0,0,0,796.0,0,6.398594934535208,6.974216949681557,4.330733340286331,0.0
404.991,1.0,1,0,1,0,0,0,0,0.47190517998244075,0,0,0,0,0,0,1,0,0,0,796.0,1,6.68586094706836,7.141838770334681,0.0,6.398594934535208
404.991,2.0,0,0,1,0,0,0,0,0.47190517998244075,0,0,0,0,0,0,1,0,0,0,758.5971457780144,2,6.90875477931522,7.524474876092097,0.0,7.244941546337007
590.0,0.0,1,0,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,563.0,0,5.993961427306569,7.117173061437793,1.9459101490553132,0.0
645.0,0.0,1,0,1,0,0,0,0,0.6489971346704871,1,0,0,0,0,0,0,0,0,0,816.0,0,6.398594934535208,7.637880274663652,1.3862943611198906,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,514.0,0,5.786897381366708,6.531926640002279,1.9459101490553132,0.0
475.0,0.0,1,1,0,0,0,0,1,0.5827067669172933,0,0,0,0,1,0,0,0,0,0,657.0,0,6.68586094706836,7.59786785979825,2.3978952727983707,0.0
590.0,0.0,1,0,0,0,1,0,0,0.47190517998244075,0,0,0,0,1,0,0,0,0,0,881.0,0,6.90875477931522,8.029862715598446,3.258096538021482,0.0
590.0,0.0,1,1,0,0,0,0,1,0.6610470275066548,1,0,0,0,0,0,0,0,0,0,508.0,0,5.860786223465865,6.964740344464794,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,0,0,1,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,557.0,0,5.993961427306569,7.148597284588099,1.3862943611198906,0.0
680.0,0.0,1,1,0,0,0,0,1,0.6971987550022232,0,0,0,0,1,0,0,0,0,0,749.0,0,6.2166061010848646,7.497828217257295,3.713572066704308,0.0
680.0,0.0,1,0,0,0,0,0,1,0.6971987550022232,1,0,0,0,0,0,0,0,0,0,600.0,0,6.398594934535208,7.685078153112461,1.3862943611198906,0.0
590.0,0.0,0,0,0,0,0,0,1,0.6288659793814433,1,0,0,0,0,0,0,0,0,0,504.8,0,5.707110264748875,6.800025291675576,1.9459101490553132,0.0
490.0,1.0,0,1,0,0,0,0,1,0.6288659793814433,0,0,0,0,0,0,1,0,0,0,642.1408445809453,1,5.707110264748875,6.663158238448755,0.0,5.707110264748875
360.0,0.0,1,0,0,0,0,0,1,0.4495592556317336,0,0,0,0,1,0,0,0,0,0,858.0,0,5.707110264748875,6.5051859739859985,1.9459101490553132,0.0
360.0,1.0,0,0,1,0,0,0,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,701.25,1,5.993961427306569,6.739301123768349,0.0,5.707110264748875
590.0,0.0,1,1,0,0,0,0,1,0.6489971346704871,1,0,0,0,0,0,0,0,0,0,509.0,0,5.860786223465865,7.016214987177636,1.3862943611198906,0.0
601.0,0.0,1,0,1,0,0,0,0,0.4894851341551849,1,0,0,0,0,0,0,0,0,0,752.0,0,6.398594934535208,7.415614507344525,1.9459101490553132,0.0
590.0,0.0,0,1,1,0,0,0,0,0.6971987550022232,1,0,0,0,0,0,0,0,0,0,520.885888747071,0,5.707110264748875,6.822763679050669,1.3862943611198906,0.0
645.0,0.0,1,1,0,0,0,0,1,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,538.0,0,5.707110264748875,6.9425237880749435,1.3862943611198906,0.0
449.99,0.0,1,1,1,0,0,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,461.0,0,5.860786223465865,6.5566220939497395,1.9459101490553132,0.0
360.0,0.0,1,0,1,0,0,0,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,812.0,0,6.2166061010848646,6.95856245523341,0.0,0.0
449.99,0.0,1,1,1,0,0,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,591.0,0,5.707110264748875,6.4752786216271225,1.9459101490553132,0.0
590.0,1.0,1,0,0,0,0,0,1,0.6971987550022232,0,0,0,0,0,0,1,0,0,0,344.0,0,6.2166061010848646,7.302954539800391,0.0,0.0
578.0,2.0,1,1,0,0,0,0,1,0.6971987550022232,0,0,0,0,0,0,1,0,0,0,344.0,1,6.439350371100098,7.584259734492049,0.0,6.2166061010848646
590.0,0.0,1,1,0,0,1,0,0,0.519916142557652,0,0,0,0,1,0,0,0,0,0,855.0,0,6.2166061010848646,7.228207012763344,3.713572066704308,0.0
590.0,0.0,1,0,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,711.0,0,5.929589143389895,6.9205727826927514,1.3862943611198906,0.0
562.5,1.0,1,0,1,0,0,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,711.0,1,5.860786223465865,6.8730603091852505,0.0,5.929589143389895
681.0,0.0,1,0,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,647.0,0,5.707110264748875,6.861418103773771,1.3862943611198906,0.0
590.0,1.0,1,0,1,0,0,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,769.0,1,5.707110264748875,6.796041289352136,0.0,5.707110264748875
590.0,2.0,1,0,1,0,0,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,769.0,2,5.707110264748875,6.850147352361749,0.0,6.398594934535208
590.0,0.0,1,1,1,0,0,0,0,0.5433726578764747,0,0,0,0,1,0,0,0,0,0,691.0,0,5.993961427306569,7.117173061437793,2.3978952727983707,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,539.0,0,6.2166061010848646,7.206147294698613,1.3862943611198906,0.0
590.0,0.0,0,1,0,0,0,0,1,0.6971987550022232,1,0,0,0,0,0,0,0,0,0,597.3616322581676,0,5.707110264748875,6.768711578609427,2.3978952727983707,0.0
590.0,0.0,0,1,0,0,0,0,1,0.6288659793814433,1,0,0,0,0,0,0,0,0,0,595.6666666666666,0,5.707110264748875,6.794608977042277,1.9459101490553132,0.0
601.0,0.0,1,0,1,0,0,0,0,0.4894851341551849,0,0,0,0,0,0,1,0,0,0,790.0,0,6.398594934535208,7.524847208054622,0.0,0.0
601.0,1.0,1,0,1,0,0,0,0,0.4894851341551849,0,0,0,0,0,0,1,0,0,0,790.0,1,6.68586094706836,7.74818388569077,0.0,6.398594934535208
540.0,2.0,0,0,1,0,0,0,0,0.4894851341551849,0,0,0,0,0,0,1,0,0,0,815.6911907990883,2,6.90875477931522,8.019793699088659,0.0,7.244941546337007
590.0,0.0,1,1,0,0,0,0,1,0.6852941176470588,1,0,0,0,0,0,0,0,0,0,758.0,0,5.993961427306569,7.1449437372169315,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,0,0,1,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,503.0,0,5.993961427306569,7.1482278124181216,1.9459101490553132,0.0
590.0,2.0,0,0,0,0,0,1,0,0.6852941176470588,0,0,0,0,0,0,0,0,1,0,602.1972817067191,0,5.707110264748875,6.738034004163921,0.0,0.0
360.0,0.0,1,0,0,0,0,0,1,0.4495592556317336,0,0,0,0,1,0,0,0,0,0,827.0,0,6.55250788703459,7.30340571370191,1.9459101490553132,0.0
360.0,1.0,1,1,0,0,0,0,1,0.4495592556317336,0,0,0,0,1,0,0,0,0,0,827.0,1,6.775366090936392,7.5138729005689795,3.713572066704308,6.55250788703459
590.0,0.0,1,1,0,0,1,0,0,0.6610470275066548,1,0,0,0,0,0,0,0,0,0,463.0,0,5.993961427306569,7.067635229435762,1.3862943611198906,0.0
590.0,0.0,1,0,1,0,0,0,0,0.65,1,0,0,0,0,0,0,0,0,0,769.0,0,5.860786223465865,6.970899077946761,1.9459101490553132,0.0
645.0,0.0,1,0,1,0,0,0,0,0.5577889447236181,0,0,0,0,1,0,0,0,0,0,679.0,0,5.929589143389895,7.112881488429355,2.3978952727983707,0.0
180.2,0.0,1,1,0,0,0,1,0,0.7966101694915254,1,0,0,0,0,0,0,0,0,0,688.0,0,6.2166061010848646,6.654307147403072,1.3862943611198906,0.0
645.0,0.0,1,1,1,0,0,0,0,0.6852941176470588,0,0,0,0,1,0,0,0,0,0,705.0,0,6.2166061010848646,7.427102490661735,3.258096538021482,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,441.0,0,5.860786223465865,6.636392650397325,2.3978952727983707,0.0
590.0,0.0,1,0,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,700.0,0,5.929589143389895,7.040685240783395,1.3862943611198906,0.0
516.25,1.0,1,1,1,0,0,0,0,0.5827067669172933,0,0,0,0,0,0,0,1,0,0,567.0,1,6.150602768446279,7.1886317457453055,0.0,5.929589143389895
645.0,0.0,1,1,0,0,0,0,1,0.7121090617481957,0,0,0,0,1,0,0,0,0,0,783.0,0,6.398594934535208,7.639733673773583,3.258096538021482,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,499.0,0,6.2166061010848646,6.886807396131098,1.9459101490553132,0.0
490.0,0.0,1,0,1,0,0,0,0,0.6288659793814433,0,0,0,0,1,0,0,0,0,0,672.0,0,6.2166061010848646,7.139144739150198,3.258096538021482,0.0
645.0,0.0,1,1,1,0,0,0,0,0.6489971346704871,0,0,0,0,1,0,0,0,0,0,846.0,0,7.1316985104669115,8.387259889321932,2.3978952727983707,0.0
360.0,0.0,1,0,0,0,0,0,1,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,362.0,0,5.993961427306569,6.731805379995031,1.9459101490553132,0.0
306.0,1.0,1,1,1,0,0,0,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,463.0,1,6.2166061010848646,6.837933492611577,0.0,5.993961427306569
490.0,0.0,1,1,1,0,0,0,0,0.6288659793814433,0,0,0,0,0,0,1,0,0,0,582.0,0,6.2166061010848646,7.105277386475772,0.0,0.0
590.0,0.0,1,1,0,0,0,0,1,0.5433726578764747,1,0,0,0,0,0,0,0,0,0,619.0,0,6.2166061010848646,7.293738508348804,2.3978952727983707,0.0
645.0,0.0,1,1,1,0,0,0,0,0.7340425531914894,0,0,0,0,1,0,0,0,0,0,758.0,0,6.398594934535208,7.550303660778713,3.258096538021482,0.0
449.99,0.0,0,1,1,0,0,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,612.7695962760338,0,5.707110264748875,6.575522045080223,1.3862943611198906,0.0
199.0,0.0,1,0,0,0,0,0,1,0.6558966074313409,0,0,0,0,0,0,0,1,0,0,899.0,0,8.006700845440367,8.830791517747837,0.0,0.0
359.0,0.0,1,1,0,0,0,1,0,0.833984375,1,0,0,0,0,0,0,0,0,0,716.0,0,6.2166061010848646,7.378402451109725,1.3862943611198906,0.0
325.0,0.0,1,0,0,0,0,0,1,0.6971987550022232,0,0,0,0,0,0,0,1,0,0,772.0,0,7.313886831633462,8.053740855508469,0.0,0.0
449.99,0.0,0,0,1,0,0,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,515.8927120532502,0,5.707110264748875,6.550523036924509,2.3978952727983707,0.0
590.0,0.0,1,0,0,0,1,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,882.0,0,7.313886831633462,8.510758533336913,0.0,0.0
590.0,1.0,0,1,1,0,0,0,0,0.7121090617481957,0,0,0,0,0,0,0,0,1,0,707.3854080783,0,6.2166061010848646,7.388117571543576,0.0,0.0
449.99,0.0,0,0,1,0,0,0,0,0.47190517998244075,1,0,0,0,0,0,0,0,0,0,513.0496144832637,0,5.707110264748875,6.494162228461808,2.3978952727983707,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,868.0,0,7.1316985104669115,7.955337396537468,0.0,0.0
360.0,0.0,1,1,1,0,0,0,0,0.4495592556317336,0,0,0,0,1,0,0,0,0,0,799.0,0,6.2166061010848646,6.983372825440726,4.61512051684126,0.0
645.0,0.0,1,1,1,0,0,0,0,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,666.0,0,5.707110264748875,6.944935450106421,2.3978952727983707,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,729.0,0,6.803505257608338,7.79464603600101,1.9459101490553132,0.0
360.0,0.0,1,0,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,602.0,0,5.993961427306569,6.708108503579325,1.9459101490553132,0.0
251.0,0.0,1,1,0,0,0,0,1,0.6558966074313409,0,0,0,0,0,0,0,1,0,0,713.0,0,7.8636512654486515,8.853535419586718,0.0,0.0
645.0,0.0,1,1,1,0,0,0,0,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,622.0,0,6.68586094706836,7.911287361399977,1.3862943611198906,0.0
360.0,0.0,1,1,0,0,0,1,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,768.0,0,6.90875477931522,7.687671723891479,0.0,0.0
531.0,1.0,0,0,1,0,0,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,721.8569123852886,0,6.398594934535208,7.40882143367969,0.0,0.0
360.0,0.0,1,0,1,0,0,0,0,0.4495592556317336,1,0,0,0,0,0,0,0,0,0,634.0,0,6.68586094706836,7.364578679365444,1.3862943611198906,0.0
324.0,1.0,1,0,1,0,0,0,0,0.4495592556317336,0,0,0,0,0,0,1,0,0,0,634.0,1,6.90875477931522,7.593736847757171,0.0,6.68586094706836
590.0,0.0,0,0,0,0,1,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,582.7316201642552,0,5.707110264748875,6.6210061045789566,0.0,0.0
475.0,1.0,0,0,0,0,0,0,1,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,773.0585511123966,0,6.398594934535208,7.323362118767077,0.0,0.0
590.0,0.0,1,1,1,0,0,0,0,0.7121090617481957,1,0,0,0,0,0,0,0,0,0,615.0,0,6.2166061010848646,7.298194731873292,2.3978952727983707,0.0
590.0,0.0,1,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,624.0,0,6.2166061010848646,7.25058583004,2.3978952727983707,0.0
449.99,0.0,1,1,0,0,0,0,1,0.47190517998244075,0,0,0,0,1,0,0,0,0,0,829.0,0,6.68586094706836,7.070350205592058,3.713572066704308,0.0
565.0,4.0,0,0,0,0,0,1,0,0.6558966074313409,0,0,0,0,0,0,0,0,1,0,792.8731195061525,0,6.55250788703459,7.646296386831968,0.0,0.0
540.0,4.0,0,0,0,0,0,1,0,0.6558966074313409,0,0,0,0,0,0,0,0,1,0,720.7387286862842,1,6.68586094706836,7.713632751561814,0.0,6.55250788703459
681.0,0.0,1,0,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,741.0,0,5.707110264748875,6.861418103773771,1.9459101490553132,0.0
590.0,1.0,1,0,1,0,0,0,0,0.5827067669172933,0,0,0,0,0,0,1,0,0,0,741.0,1,5.860786223465865,6.963880381361857,0.0,5.707110264748875
590.0,0.0,0,1,1,0,0,0,0,0.5827067669172933,1,0,0,0,0,0,0,0,0,0,572.0,0,5.707110264748875,6.8178086893766645,1.3862943611198906,0.0
590.0,0.0,1,1,0,0,0,0,1,0.6288659793814433,1,0,0,0,0,0,0,0,0,0,407.0,0,5.993961427306569,7.087473449905977,1.9459101490553132,0.0
590.0,0.0,1,0,1,0,0,0,0,0.6558966074313409,1,0,0,0,0,0,0,0,0,0,531.0,0,6.398594934535208,7.549661795348486,1.3862943611198906,0.0
199.0,0.0,1,1,1,0,0,0,0,0.6558966074313409,0,0,0,0,0,0,0,1,0,0,761.0,0,7.8636512654486515,8.672607643775056,0.0,0.0
625.0,0.0,1,0,0,0,0,0,1,0.6610470275066548,1,0,0,0,0,0,0,0,0,0,515.0,0,5.860786223465865,7.006341903556155,2.3978952727983707,0.0
501.5,1.0,1,0,0,0,0,0,1,0.6610470275066548,0,0,0,0,0,0,1,0,0,0,535.0,1,5.707110264748875,6.737299049946934,0.0,5.860786223465865
645.0,0.0,1,1,1,0,0,0,0,0.65,0,0,0,0,1,0,0,0,0,0,639.0,0,7.313886831633462,8.466318756663162,2.3978952727983707,0.0
